subject,predicate,object
540232,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of nylon or other polyamides, measuring per single yarn more than 50 decitex, not for retail sale, not sewing thread"
540233,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of polyesters, not for retail sale, not sewing thread"
540234,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of polypropylene, not for retail sale, not sewing thread"
540239,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, other than of nylon or other polymides, polyesters, or polypropylene, not for retail sale, not sewing thread"
540244,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, elastomeric, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540245,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540246,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540247,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), polyesters (not high tenacity or textured), not partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540248,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polypropylene (not high tenacity or textured), single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540249,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, untwisted or twisted 50 turns or less per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540251,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540252,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540253,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polypropylene (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540259,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, twisted more than 50 turns per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540261,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread"
540262,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread"
540263,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polypropylene, other than high tenacity or textured yarn, multiple (folded) or cabled, not for retail sale, not sewing thread"
540269,hasDescription,"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, multiple (folded) or cabled, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540310,hasDescription,"Yarn, artificial; filament, monofilament (less than 67 decitex), of high tenacity viscose rayon, not for retail sale, not sewing thread"
540331,hasDescription,"Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, untwisted or twisted 120 turns per metre or less, not for retail sale, not sewing thread"
540332,hasDescription,"Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, twisted more than 120 turns per metre, not for retail sale, not sewing thread"
540333,hasDescription,"Yarn, artificial; filament, monofilament (less than 67 decitex), of cellulose acetate, single, not for retail sale, not sewing thread"
540339,hasDescription,"Yarn, artificial; filament, monofilament (less than 67 decitex), single, n.e.c. in heading no. 5403, not for retail sale, not sewing thread"
540341,hasDescription,"Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), multiple (folded) or cabled, not for retail sale, not sewing thread"
540342,hasDescription,"Yarn, artificial; filament, monofilament (less than 67 decitex), of cellulose acetate, multiple (folded) or cabled, not for retail sale, not sewing thread"
540349,hasDescription,"Yarn, artificial; filament, monofilament (less than 67 decitex), multiple (folded) or cabled, n.e.c. in heading no. 5403, not for retail sale, not sewing thread"
540411,hasDescription,Elastomeric monofilament; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540412,hasDescription,Monofilament of polypropylene; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540419,hasDescription,Monofilament n.e.c. in heading no 5404; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540490,hasDescription,"Filament, synthetic; strip and the like (e.g.. artificial straw), of synthetic textile materials of an apparent width not exceeding 5mm"
540500,hasDescription,"Monofilament, synthetic; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm, strip and the like (e.g. artificial straw), of synthetic textile materials with width not over 5mm"
540600,hasDescription,"Man-made filament yarn (other than sewing thread), put up for retail sale"
540710,hasDescription,"Fabrics, woven; from high tenacity yarn, of nylon, other polyamides or of polyesters"
540720,hasDescription,"Fabrics, woven; from strip or the like, of synthetic textile materials"
540730,hasDescription,"Fabrics, woven; from synthetic filament yarn, adhesive or thermal bonded"
540741,hasDescription,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached"
540742,hasDescription,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, dyed"
540743,hasDescription,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, of yarns of different colours"
540744,hasDescription,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, printed"
540751,hasDescription,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, unbleached or bleached"
540752,hasDescription,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, dyed"
540753,hasDescription,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, of yarns of different colours"
540754,hasDescription,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, printed"
540761,hasDescription,"Fabrics, woven; containing 85% or more by weight of non-textured polyester filaments"
540769,hasDescription,"Fabrics, woven; containing less than 85% by weight of non-textured polyester filaments"
540771,hasDescription,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), unbleached or bleached"
540772,hasDescription,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), dyed"
540773,hasDescription,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), of yarns of different colours"
540774,hasDescription,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed"
540781,hasDescription,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached"
540782,hasDescription,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed"
540783,hasDescription,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colours"
540784,hasDescription,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, printed"
540791,hasDescription,"Fabrics, woven; of synthetic filament yarn, bleached or unbleached, n.e.c. in heading no. 5407"
540792,hasDescription,"Fabrics, woven; of synthetic filament yarn, dyed, n.e.c. in heading 5407"
540793,hasDescription,"Fabrics, woven; of synthetic filament yarn, of yarns of different colours, n.e.c. in heading no. 5407"
540794,hasDescription,"Fabrics, woven; of synthetic filament yarn, printed, n.e.c. in heading no. 5407"
540810,hasDescription,"Fabrics, woven; of viscose rayon, high tenacity, artificial filament yarn"
540821,hasDescription,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, bleached or unbleached"
540822,hasDescription,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, dyed"
540823,hasDescription,"Fabrics, woven; containing 85% or more by weight of artificial filament, strip or the like, of yarns of different colours"
540824,hasDescription,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, printed"
540831,hasDescription,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, unbleached or bleached"
540832,hasDescription,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, dyed"
540833,hasDescription,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, of yarns of different colours"
540834,hasDescription,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, printed"
